window_id,window_start,regime,detections,detection_rate,acceptance_rate,edge_margin_mean,stability_margin_mean,stability_eta,isolation_share,alignment_cos_mean,alignment_angle_mean,raw_detection_count,substitution_fraction,gating_mode,gating_initial,gating_accepted,gating_rejected,gating_soft_cap,gating_delta_frac,reason_code,resolved_config_path,calm_threshold,crisis_threshold,vol_signal,group_design,group_count,group_replicates,prewhiten_r2_mean,prewhiten_r2_median,prewhiten_mode_requested,prewhiten_mode_effective,prewhiten_factor_count,prewhiten_beta_abs_mean,prewhiten_beta_abs_std,prewhiten_beta_abs_median,prewhiten_factors,residual_energy_mean,acceptance_delta,group_label_counts,group_observations,vol_state_label,cov_condition_baseline,cov_condition_overlay,cov_condition_penalized,mv_condition_cap,mv_condition_flag,mv_turnover,mv_turnover_cost_bps,baseline_errors,factor_present,changed_flag
0.0,2018-07-03T00:00:00,calm,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,strict,0,0,0,,,detection_error,reports/rc-20251107/dow-tyler/resolved_config.json,0.01305340826657948,0.014300499480660466,0.01301328936771864,dow,5,20,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:20|tue:20|wed:20|thu:20|fri:20,100,calm,7.323214904968316,7.323214904968316,3.8881110525299603,1000000.0,False,0.0,0.0,factor:Not enough valid observations to fit factor loadings for UIL.;poet:insufficient observations for POET,True,0
,,calm,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.013044798076269076,0.014296641359647979,0.012753497859935433,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,calm,,,,,,,,,True,0
,,calm,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.013040770440379034,0.014292783238635491,0.01256389391019478,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,calm,,,,,,,,,True,0
,,calm,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.013029234658754737,0.014288925117623003,0.01250812954401031,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,calm,,,,,,,,,True,0
,,calm,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.013013702733248316,0.014285066996610515,0.012466545188778553,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,calm,,,,,,,,,True,0
,,calm,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.01301328936771864,0.014281208875598028,0.01218821761903645,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,calm,,,,,,,,,True,0
,,calm,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.012952792556829934,0.014266222896487398,0.012446388039957674,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,calm,,,,,,,,,True,0
,,calm,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.012936214869616576,0.014251236917376769,0.012034855991655819,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,calm,,,,,,,,,True,0
,,calm,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.012916729735406689,0.014236250938266137,0.011845714550815527,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,calm,,,,,,,,,True,0
9.0,2018-07-17T00:00:00,calm,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,strict,0,0,0,,,detection_error,reports/rc-20251107/dow-tyler/resolved_config.json,0.012886983134132434,0.014221264959155508,0.011902616772359,dow,5,20,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:20|tue:20|wed:20|thu:20|fri:20,100,calm,7.441651042773652,7.441651042773652,3.9115200844611966,1000000.0,False,0.014247087037618528,0.07123543518809264,factor:Not enough valid observations to fit factor loadings for UIL.;poet:insufficient observations for POET,True,0
,,calm,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.012879093596330016,0.014206278980044876,0.012033460811629253,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,calm,,,,,,,,,True,0
,,calm,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.012839818720714635,0.014203186104547665,0.011841235046382629,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,calm,,,,,,,,,True,0
,,calm,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.012818499800120434,0.014200093229050454,0.012755199448531238,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,calm,,,,,,,,,True,0
,,calm,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.012801601783190314,0.014197000353553244,0.012643166521233378,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,calm,,,,,,,,,True,0
14.0,2018-07-24T00:00:00,calm,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,strict,0,0,0,,,detection_error,reports/rc-20251107/dow-tyler/resolved_config.json,0.012786813484785687,0.014193907478056033,0.012645764024829583,dow,5,20,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:20|tue:20|wed:20|thu:20|fri:20,100,calm,7.31699034031755,7.31699034031755,3.885898561615508,1000000.0,False,0.01521899008493834,0.07609495042469169,factor:Not enough valid observations to fit factor loadings for UIL.;poet:insufficient observations for POET,True,0
,,full,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.012783047585986479,0.014190814602558822,0.013310612590870156,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,mid,,,,,,,,,True,0
,,full,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.012783989060686281,0.014189318869505228,0.013464253623535639,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,mid,,,,,,,,,True,0
,,full,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.012784930535386083,0.014187823136451632,0.013759861808870271,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,mid,,,,,,,,,True,0
,,full,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.012785872010085885,0.014186327403398038,0.013715908941610164,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,mid,,,,,,,,,True,0
19.0,2018-07-31T00:00:00,full,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,strict,0,0,0,,,detection_error,reports/rc-20251107/dow-tyler/resolved_config.json,0.012786813484785687,0.014184831670344442,0.013704997691679065,dow,5,20,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:20|tue:20|wed:20|thu:20|fri:20,100,mid,7.105468172059972,7.105468172059972,3.782588432493279,1000000.0,False,0.02466193389266742,0.1233096694633371,factor:Not enough valid observations to fit factor loadings for UIL.;poet:insufficient observations for POET,True,0
,,full,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.01278775495948549,0.014183335937290847,0.013941913792696162,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,mid,,,,,,,,,True,0
,,crisis,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.012792370567387098,0.014176869859344573,0.014439412326131938,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,crisis,,,,,,,,,True,0
,,crisis,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.012796986175288707,0.014187823136451632,0.014701844080772193,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,crisis,,,,,,,,,True,0
,,crisis,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.012801601783190314,0.014197000353553244,0.01455074087433159,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,crisis,,,,,,,,,True,0
24.0,2018-08-07T00:00:00,full,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,strict,0,0,0,,,detection_error,reports/rc-20251107/dow-tyler/resolved_config.json,0.012806217391091923,0.014221264959155508,0.014187065041475462,dow,5,20,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:20|tue:20|wed:20|thu:20|fri:20,100,mid,7.236046346338455,7.236046346338455,3.8258803326720794,1000000.0,False,0.03422151157216223,0.17110755786081117,factor:Not enough valid observations to fit factor loadings for UIL.;poet:insufficient observations for POET,True,0
,,full,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.012810832998993531,0.014206278980044876,0.01406003520628997,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,mid,,,,,,,,,True,0
,,full,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.012814666399556984,0.014203186104547665,0.01411815052077626,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,mid,,,,,,,,,True,0
,,full,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.012818499800120434,0.014200093229050454,0.013899455696214424,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,mid,,,,,,,,,True,0
,,full,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,strict,0,0,0,,0.02,balance_failure,reports/rc-20251107/dow-tyler/resolved_config.json,0.012822333200683886,0.014197000353553244,0.014112985070235048,dow,5,19,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:19|tue:19|wed:19|thu:19|fri:19,95,mid,,,,,,,,,True,0
29.0,2018-08-14T00:00:00,full,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,strict,0,0,0,,,detection_error,reports/rc-20251107/dow-tyler/resolved_config.json,0.012826166601247337,0.014193907478056033,0.013875809142393546,dow,5,20,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:20|tue:20|wed:20|thu:20|fri:20,100,mid,7.1124957858022695,7.1124957858022695,3.7421398561422987,1000000.0,False,0.03439993497783173,0.17199967488915865,factor:Not enough valid observations to fit factor loadings for UIL.;poet:insufficient observations for POET,True,0
30.0,2018-08-15T00:00:00,full,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,strict,0,0,0,,,detection_error,reports/rc-20251107/dow-tyler/resolved_config.json,0.012830000001810789,0.014190814602558822,0.013633418226746937,dow,5,20,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:20|tue:20|wed:20|thu:20|fri:20,100,mid,7.1124957858022695,7.1124957858022695,3.7421398561422987,1000000.0,False,0.0,0.0,factor:Not enough valid observations to fit factor loadings for UIL.;poet:insufficient observations for POET,True,0
31.0,2018-08-16T00:00:00,full,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,strict,0,0,0,,,detection_error,reports/rc-20251107/dow-tyler/resolved_config.json,0.012839818720714635,0.01419006469034215,0.01384131741811322,dow,5,20,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:20|tue:20|wed:20|thu:20|fri:20,100,mid,7.1124957858022695,7.1124957858022695,3.7421398561422987,1000000.0,False,0.0,0.0,factor:Not enough valid observations to fit factor loadings for UIL.;poet:insufficient observations for POET,True,0
32.0,2018-08-17T00:00:00,full,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,strict,0,0,0,,,detection_error,reports/rc-20251107/dow-tyler/resolved_config.json,0.01284963743961848,0.014189314778125479,0.013331783506498327,dow,5,20,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:20|tue:20|wed:20|thu:20|fri:20,100,mid,7.1124957858022695,7.1124957858022695,3.7421398561422987,1000000.0,False,0.0,0.0,factor:Not enough valid observations to fit factor loadings for UIL.;poet:insufficient observations for POET,True,0
33.0,2018-08-20T00:00:00,full,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,strict,0,0,0,,,detection_error,reports/rc-20251107/dow-tyler/resolved_config.json,0.012859456158522325,0.014188564865908805,0.012992399864590339,dow,5,20,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:20|tue:20|wed:20|thu:20|fri:20,100,mid,7.1124957858022695,7.1124957858022695,3.7421398561422987,1000000.0,False,0.0,0.0,factor:Not enough valid observations to fit factor loadings for UIL.;poet:insufficient observations for POET,True,0
34.0,2018-08-21T00:00:00,full,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,strict,0,0,0,,,detection_error,reports/rc-20251107/dow-tyler/resolved_config.json,0.01286927487742617,0.014187814953692134,0.01289273773830781,dow,5,20,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:20|tue:20|wed:20|thu:20|fri:20,100,mid,7.125624602808658,7.125624602808658,3.7241786878533625,1000000.0,False,0.017934061400620073,0.08967030700310036,factor:Not enough valid observations to fit factor loadings for UIL.;poet:insufficient observations for POET,True,0
35.0,2018-08-22T00:00:00,calm,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,strict,0,0,0,,,detection_error,reports/rc-20251107/dow-tyler/resolved_config.json,0.012879093596330016,0.014187065041475462,0.012796765035212418,dow,5,20,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:20|tue:20|wed:20|thu:20|fri:20,100,calm,7.125624602808658,7.125624602808658,3.7241786878533625,1000000.0,False,0.0,0.0,factor:Not enough valid observations to fit factor loadings for UIL.;poet:insufficient observations for POET,True,0
36.0,2018-08-23T00:00:00,calm,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,strict,0,0,0,,,detection_error,reports/rc-20251107/dow-tyler/resolved_config.json,0.012839818720714635,0.01418631922063854,0.012632770574244811,dow,5,20,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:20|tue:20|wed:20|thu:20|fri:20,100,calm,7.125624602808658,7.125624602808658,3.7241786878533625,1000000.0,False,0.0,0.0,factor:Not enough valid observations to fit factor loadings for UIL.;poet:insufficient observations for POET,True,0
37.0,2018-08-24T00:00:00,calm,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,strict,0,0,0,,,detection_error,reports/rc-20251107/dow-tyler/resolved_config.json,0.012818499800120434,0.014185573399801617,0.012306180581822765,dow,5,20,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:20|tue:20|wed:20|thu:20|fri:20,100,calm,7.125624602808658,7.125624602808658,3.7241786878533625,1000000.0,False,0.0,0.0,factor:Not enough valid observations to fit factor loadings for UIL.;poet:insufficient observations for POET,True,0
38.0,2018-08-27T00:00:00,calm,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,strict,0,0,0,,,detection_error,reports/rc-20251107/dow-tyler/resolved_config.json,0.012805205813481086,0.014184827578964693,0.012083192856633762,dow,5,20,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:20|tue:20|wed:20|thu:20|fri:20,100,calm,7.125624602808658,7.125624602808658,3.7241786878533625,1000000.0,False,0.0,0.0,factor:Not enough valid observations to fit factor loadings for UIL.;poet:insufficient observations for POET,True,0
39.0,2018-08-28T00:00:00,calm,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,strict,0,0,0,,,detection_error,reports/rc-20251107/dow-tyler/resolved_config.json,0.012794963020067033,0.01418408175812777,0.012009452064394055,dow,5,20,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:20|tue:20|wed:20|thu:20|fri:20,100,calm,7.173257687413742,7.173257687413742,3.7238574137961344,1000000.0,False,0.02811093087811548,0.1405546543905774,factor:Not enough valid observations to fit factor loadings for UIL.;poet:insufficient observations for POET,True,0
40.0,2018-08-29T00:00:00,calm,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,strict,0,0,0,,,detection_error,reports/rc-20251107/dow-tyler/resolved_config.json,0.01278775495948549,0.014183335937290847,0.012197272076015198,dow,5,20,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:20|tue:20|wed:20|thu:20|fri:20,100,calm,7.173257687413742,7.173257687413742,3.7238574137961344,1000000.0,False,0.0,0.0,factor:Not enough valid observations to fit factor loadings for UIL.;poet:insufficient observations for POET,True,0
41.0,2018-08-30T00:00:00,calm,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,strict,0,0,0,,,detection_error,reports/rc-20251107/dow-tyler/resolved_config.json,0.012783989060686281,0.014176869859344573,0.012524486301154866,dow,5,20,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:20|tue:20|wed:20|thu:20|fri:20,100,calm,7.173257687413742,7.173257687413742,3.7238574137961344,1000000.0,False,0.0,0.0,factor:Not enough valid observations to fit factor loadings for UIL.;poet:insufficient observations for POET,True,0
42.0,2018-08-31T00:00:00,calm,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,strict,0,0,0,,,detection_error,reports/rc-20251107/dow-tyler/resolved_config.json,0.012766338703513335,0.014170403781398297,0.012611273570677164,dow,5,20,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:20|tue:20|wed:20|thu:20|fri:20,100,calm,7.173257687413742,7.173257687413742,3.7238574137961344,1000000.0,False,0.0,0.0,factor:Not enough valid observations to fit factor loadings for UIL.;poet:insufficient observations for POET,True,0
43.0,2018-09-04T00:00:00,calm,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,strict,0,0,0,,,detection_error,reports/rc-20251107/dow-tyler/resolved_config.json,0.0127546312654735,0.014163937703452022,0.012482364009110123,dow,5,20,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:20|tue:20|wed:20|thu:20|fri:20,100,calm,7.173257687413742,7.173257687413742,3.7238574137961344,1000000.0,False,0.0,0.0,factor:Not enough valid observations to fit factor loadings for UIL.;poet:insufficient observations for POET,True,0
44.0,2018-09-05T00:00:00,full,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,strict,0,0,0,,,detection_error,reports/rc-20251107/dow-tyler/resolved_config.json,0.0127537227646966,0.014157471625505747,0.012878140819952288,dow,5,20,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:20|tue:20|wed:20|thu:20|fri:20,100,mid,7.3934420964978775,7.3934420964978775,3.8113965678076704,1000000.0,False,0.012667635499197832,0.06333817749598916,factor:Not enough valid observations to fit factor loadings for UIL.;poet:insufficient observations for POET,True,0
45.0,2018-09-06T00:00:00,calm,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,strict,0,0,0,,,detection_error,reports/rc-20251107/dow-tyler/resolved_config.json,0.012753778990886892,0.014151005547559471,0.01257025773250313,dow,5,20,0.39364506434494984,0.36607486060292505,ff5mom,ff5mom,6,0.33249463024156506,0.556517555103388,0.14821752345823352,"MKT,SMB,HML,RMW,CMA,MOM",0.0,0.0,mon:20|tue:20|wed:20|thu:20|fri:20,100,calm,7.3934420964978775,7.3934420964978775,3.8113965678076704,1000000.0,False,0.0,0.0,factor:Not enough valid observations to fit factor loadings for UIL.;poet:insufficient observations for POET,True,0
