estimator,portfolio,regime,vaR95,es95,violation_rate,realised_var,realised_es,qlike,mv_turnover,mv_turnover_cost_bps,cov_condition
overlay,ew,calm,-0.003927369593301659,-0.004925079914212671,0.0,4.471436020593041e-06,,0.027255845413436397,0.0,0.0,7.323214904968316
overlay,mv,calm,-0.003312567388097656,-0.004154093145555037,0.0,2.8945238775993386e-06,,0.051001466741460666,0.0,0.0,7.323214904968316
baseline,ew,calm,-0.003927369593301659,-0.004925079914212671,0.0,4.471436020593041e-06,,0.027255845413436397,0.0,0.0,7.323214904968316
baseline,mv,calm,-0.003312567388097656,-0.004154093145555037,0.0,2.8945238775993386e-06,,0.051001466741460666,0.0,0.0,7.323214904968316
sample,ew,calm,-0.0044694706012966415,-0.005604896448542461,0.0,4.471436020593041e-06,,0.10713240003996294,0.0,0.0,10294.298740053591
sample,mv,calm,-0.003185873780934389,-0.003995214250896591,0.0,2.8945238775993386e-06,,0.030898307427692284,0.0,0.0,10294.298740053591
scm,ew,calm,-0.0044694706012966415,-0.005604896448542461,0.0,4.471436020593041e-06,,0.10713240003996294,0.0,0.0,10294.298740053591
scm,mv,calm,-0.003185873780934389,-0.003995214250896591,0.0,2.8945238775993386e-06,,0.030898307427692284,0.0,0.0,10294.298740053591
rie,ew,calm,-0.003927369593301659,-0.004925079914212671,0.0,4.471436020593041e-06,,0.027255845413436397,0.0,0.0,7.323214904968316
rie,mv,calm,-0.003312567388097656,-0.004154093145555037,0.0,2.8945238775993386e-06,,0.051001466741460666,0.0,0.0,7.323214904968316
lw,ew,calm,-0.004126485641943121,-0.005174779472266497,0.0,4.471436020593041e-06,,0.0523018137316984,0.0,0.0,14.943423719083242
lw,mv,calm,-0.0032473713126874933,-0.004072334636746563,0.0,2.8945238775993386e-06,,0.040190147863774284,0.0,0.0,14.943423719083242
oas,ew,calm,-0.0041507914918590336,-0.005205259988646442,0.0,4.471436020593041e-06,,0.05575150253792094,0.0,0.0,16.484877842807546
